,chunk_name,class_label
25660,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk4.wav,Loxia curvirostra
25661,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk5.wav,Loxia curvirostra
25662,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk6.wav,Loxia curvirostra
25663,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk7.wav,Loxia curvirostra
25664,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk8.wav,Loxia curvirostra
25665,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk9.wav,Loxia curvirostra
25666,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk10.wav,Loxia curvirostra
25667,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk11.wav,Loxia curvirostra
25668,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk12.wav,Loxia curvirostra
25669,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk13.wav,Loxia curvirostra
25670,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk14.wav,Loxia curvirostra
25671,.\bird_data\chunked_files\Loxia-curvirostra-402035_chunk15.wav,Loxia curvirostra
25672,.\bird_data\chunked_files\Loxia-curvirostra-403933_chunk0.wav,Loxia curvirostra
25673,.\bird_data\chunked_files\Loxia-curvirostra-403933_chunk1.wav,Loxia curvirostra
25674,.\bird_data\chunked_files\Loxia-curvirostra-403933_chunk2.wav,Loxia curvirostra
25675,.\bird_data\chunked_files\Loxia-curvirostra-403933_chunk3.wav,Loxia curvirostra
25676,.\bird_data\chunked_files\Loxia-curvirostra-403933_chunk4.wav,Loxia curvirostra
25677,.\bird_data\chunked_files\Loxia-curvirostra-403933_chunk5.wav,Loxia curvirostra
25678,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk0.wav,Loxia curvirostra
25679,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk1.wav,Loxia curvirostra
25680,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk2.wav,Loxia curvirostra
25681,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk3.wav,Loxia curvirostra
25682,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk4.wav,Loxia curvirostra
25683,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk5.wav,Loxia curvirostra
25684,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk6.wav,Loxia curvirostra
25685,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk7.wav,Loxia curvirostra
25686,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk8.wav,Loxia curvirostra
25687,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk9.wav,Loxia curvirostra
25688,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk10.wav,Loxia curvirostra
25689,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk11.wav,Loxia curvirostra
25690,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk12.wav,Loxia curvirostra
25691,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk13.wav,Loxia curvirostra
25692,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk14.wav,Loxia curvirostra
25693,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk15.wav,Loxia curvirostra
25694,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk16.wav,Loxia curvirostra
25695,.\bird_data\chunked_files\Loxia-curvirostra-169542_chunk17.wav,Loxia curvirostra
25696,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk0.wav,Loxia curvirostra
25697,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk1.wav,Loxia curvirostra
25698,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk2.wav,Loxia curvirostra
25699,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk3.wav,Loxia curvirostra
25700,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk4.wav,Loxia curvirostra
25701,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk5.wav,Loxia curvirostra
25702,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk6.wav,Loxia curvirostra
25703,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk7.wav,Loxia curvirostra
25704,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk8.wav,Loxia curvirostra
25705,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk9.wav,Loxia curvirostra
25706,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk10.wav,Loxia curvirostra
25707,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk11.wav,Loxia curvirostra
25708,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk12.wav,Loxia curvirostra
25709,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk13.wav,Loxia curvirostra
25710,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk14.wav,Loxia curvirostra
25711,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk15.wav,Loxia curvirostra
25712,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk16.wav,Loxia curvirostra
25713,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk17.wav,Loxia curvirostra
25714,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk18.wav,Loxia curvirostra
25715,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk19.wav,Loxia curvirostra
25716,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk20.wav,Loxia curvirostra
25717,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk21.wav,Loxia curvirostra
25718,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk22.wav,Loxia curvirostra
25719,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk23.wav,Loxia curvirostra
25720,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk24.wav,Loxia curvirostra
25721,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk25.wav,Loxia curvirostra
25722,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk26.wav,Loxia curvirostra
25723,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk27.wav,Loxia curvirostra
25724,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk28.wav,Loxia curvirostra
25725,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk29.wav,Loxia curvirostra
25726,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk30.wav,Loxia curvirostra
25727,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk31.wav,Loxia curvirostra
25728,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk32.wav,Loxia curvirostra
25729,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk33.wav,Loxia curvirostra
25730,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk34.wav,Loxia curvirostra
25731,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk35.wav,Loxia curvirostra
25732,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk36.wav,Loxia curvirostra
25733,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk37.wav,Loxia curvirostra
25734,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk38.wav,Loxia curvirostra
25735,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk39.wav,Loxia curvirostra
25736,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk40.wav,Loxia curvirostra
25737,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk41.wav,Loxia curvirostra
25738,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk42.wav,Loxia curvirostra
25739,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk43.wav,Loxia curvirostra
25740,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk44.wav,Loxia curvirostra
25741,.\bird_data\chunked_files\Loxia-curvirostra-298621_chunk45.wav,Loxia curvirostra
25742,.\bird_data\chunked_files\Loxia-curvirostra-172800_chunk0.wav,Loxia curvirostra
25743,.\bird_data\chunked_files\Loxia-curvirostra-172800_chunk1.wav,Loxia curvirostra
25744,.\bird_data\chunked_files\Loxia-curvirostra-172800_chunk2.wav,Loxia curvirostra
25745,.\bird_data\chunked_files\Loxia-curvirostra-172800_chunk3.wav,Loxia curvirostra
25746,.\bird_data\chunked_files\Loxia-curvirostra-172800_chunk4.wav,Loxia curvirostra
25747,.\bird_data\chunked_files\Loxia-curvirostra-172800_chunk5.wav,Loxia curvirostra
25748,.\bird_data\chunked_files\Loxia-curvirostra-172800_chunk6.wav,Loxia curvirostra
25749,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk0.wav,Loxia curvirostra
25750,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk1.wav,Loxia curvirostra
25751,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk2.wav,Loxia curvirostra
25752,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk3.wav,Loxia curvirostra
25753,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk4.wav,Loxia curvirostra
25754,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk5.wav,Loxia curvirostra
25755,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk6.wav,Loxia curvirostra
25756,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk7.wav,Loxia curvirostra
25757,.\bird_data\chunked_files\Loxia-curvirostra-352743_chunk8.wav,Loxia curvirostra
25758,.\bird_data\chunked_files\Loxia-curvirostra-365038_chunk0.wav,Loxia curvirostra
25759,.\bird_data\chunked_files\Loxia-curvirostra-365038_chunk1.wav,Loxia curvirostra
25760,.\bird_data\chunked_files\Loxia-curvirostra-365038_chunk2.wav,Loxia curvirostra
25761,.\bird_data\chunked_files\Loxia-curvirostra-365038_chunk3.wav,Loxia curvirostra
25762,.\bird_data\chunked_files\Loxia-curvirostra-365038_chunk4.wav,Loxia curvirostra
25763,.\bird_data\chunked_files\Loxia-curvirostra-365038_chunk5.wav,Loxia curvirostra
25764,.\bird_data\chunked_files\Loxia-curvirostra-365038_chunk6.wav,Loxia curvirostra
25765,.\bird_data\chunked_files\Loxia-curvirostra-365038_chunk7.wav,Loxia curvirostra
25766,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk0.wav,Loxia curvirostra
25767,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk1.wav,Loxia curvirostra
25768,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk2.wav,Loxia curvirostra
25769,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk3.wav,Loxia curvirostra
25770,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk4.wav,Loxia curvirostra
25771,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk5.wav,Loxia curvirostra
25772,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk6.wav,Loxia curvirostra
25773,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk7.wav,Loxia curvirostra
25774,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk8.wav,Loxia curvirostra
25775,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk9.wav,Loxia curvirostra
25776,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk10.wav,Loxia curvirostra
25777,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk11.wav,Loxia curvirostra
25778,.\bird_data\chunked_files\Loxia-curvirostra-403554_chunk12.wav,Loxia curvirostra
25779,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk0.wav,Loxia curvirostra
25780,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk1.wav,Loxia curvirostra
25781,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk2.wav,Loxia curvirostra
25782,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk3.wav,Loxia curvirostra
25783,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk4.wav,Loxia curvirostra
25784,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk5.wav,Loxia curvirostra
25785,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk6.wav,Loxia curvirostra
25786,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk7.wav,Loxia curvirostra
25787,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk8.wav,Loxia curvirostra
25788,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk9.wav,Loxia curvirostra
25789,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk10.wav,Loxia curvirostra
25790,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk11.wav,Loxia curvirostra
25791,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk12.wav,Loxia curvirostra
25792,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk13.wav,Loxia curvirostra
25793,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk14.wav,Loxia curvirostra
25794,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk15.wav,Loxia curvirostra
25795,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk16.wav,Loxia curvirostra
25796,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk17.wav,Loxia curvirostra
25797,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk18.wav,Loxia curvirostra
25798,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk19.wav,Loxia curvirostra
25799,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk20.wav,Loxia curvirostra
25800,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk21.wav,Loxia curvirostra
25801,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk22.wav,Loxia curvirostra
25802,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk23.wav,Loxia curvirostra
25803,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk24.wav,Loxia curvirostra
25804,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk25.wav,Loxia curvirostra
25805,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk26.wav,Loxia curvirostra
25806,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk27.wav,Loxia curvirostra
25807,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk28.wav,Loxia curvirostra
25808,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk29.wav,Loxia curvirostra
25809,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk30.wav,Loxia curvirostra
25810,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk31.wav,Loxia curvirostra
25811,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk32.wav,Loxia curvirostra
25812,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk33.wav,Loxia curvirostra
25813,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk34.wav,Loxia curvirostra
25814,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk35.wav,Loxia curvirostra
25815,.\bird_data\chunked_files\Loxia-curvirostra-298344_chunk36.wav,Loxia curvirostra
25816,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk0.wav,Loxia curvirostra
25817,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk1.wav,Loxia curvirostra
25818,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk2.wav,Loxia curvirostra
25819,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk3.wav,Loxia curvirostra
25820,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk4.wav,Loxia curvirostra
25821,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk5.wav,Loxia curvirostra
25822,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk6.wav,Loxia curvirostra
25823,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk7.wav,Loxia curvirostra
25824,.\bird_data\chunked_files\Loxia-curvirostra-180154_chunk8.wav,Loxia curvirostra
25825,.\bird_data\chunked_files\Loxia-curvirostra-520026_chunk0.wav,Loxia curvirostra
25826,.\bird_data\chunked_files\Loxia-curvirostra-520026_chunk1.wav,Loxia curvirostra
25827,.\bird_data\chunked_files\Loxia-curvirostra-520026_chunk2.wav,Loxia curvirostra
25828,.\bird_data\chunked_files\Loxia-curvirostra-520026_chunk3.wav,Loxia curvirostra
25829,.\bird_data\chunked_files\Loxia-curvirostra-520026_chunk4.wav,Loxia curvirostra
25830,.\bird_data\chunked_files\Loxia-curvirostra-180152_chunk0.wav,Loxia curvirostra
25831,.\bird_data\chunked_files\Loxia-curvirostra-180152_chunk1.wav,Loxia curvirostra
25832,.\bird_data\chunked_files\Loxia-curvirostra-180152_chunk2.wav,Loxia curvirostra
25833,.\bird_data\chunked_files\Loxia-curvirostra-180152_chunk3.wav,Loxia curvirostra
25834,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk0.wav,Loxia curvirostra
25835,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk1.wav,Loxia curvirostra
25836,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk2.wav,Loxia curvirostra
25837,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk3.wav,Loxia curvirostra
25838,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk4.wav,Loxia curvirostra
25839,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk5.wav,Loxia curvirostra
25840,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk6.wav,Loxia curvirostra
25841,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk7.wav,Loxia curvirostra
25842,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk8.wav,Loxia curvirostra
25843,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk9.wav,Loxia curvirostra
25844,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk10.wav,Loxia curvirostra
25845,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk11.wav,Loxia curvirostra
25846,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk12.wav,Loxia curvirostra
25847,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk13.wav,Loxia curvirostra
25848,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk14.wav,Loxia curvirostra
25849,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk15.wav,Loxia curvirostra
25850,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk16.wav,Loxia curvirostra
25851,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk17.wav,Loxia curvirostra
25852,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk18.wav,Loxia curvirostra
25853,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk19.wav,Loxia curvirostra
25854,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk20.wav,Loxia curvirostra
25855,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk21.wav,Loxia curvirostra
25856,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk22.wav,Loxia curvirostra
25857,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk23.wav,Loxia curvirostra
25858,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk24.wav,Loxia curvirostra
25859,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk25.wav,Loxia curvirostra
25860,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk26.wav,Loxia curvirostra
25861,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk27.wav,Loxia curvirostra
25862,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk28.wav,Loxia curvirostra
25863,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk29.wav,Loxia curvirostra
25864,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk30.wav,Loxia curvirostra
25865,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk31.wav,Loxia curvirostra
25866,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk32.wav,Loxia curvirostra
25867,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk33.wav,Loxia curvirostra
25868,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk34.wav,Loxia curvirostra
25869,.\bird_data\chunked_files\Loxia-curvirostra-167707_chunk35.wav,Loxia curvirostra
25870,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk0.wav,Loxia curvirostra
25871,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk1.wav,Loxia curvirostra
25872,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk2.wav,Loxia curvirostra
25873,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk3.wav,Loxia curvirostra
25874,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk4.wav,Loxia curvirostra
25875,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk5.wav,Loxia curvirostra
25876,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk6.wav,Loxia curvirostra
25877,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk7.wav,Loxia curvirostra
25878,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk8.wav,Loxia curvirostra
25879,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk9.wav,Loxia curvirostra
25880,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk10.wav,Loxia curvirostra
25881,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk11.wav,Loxia curvirostra
25882,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk12.wav,Loxia curvirostra
25883,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk13.wav,Loxia curvirostra
25884,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk14.wav,Loxia curvirostra
25885,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk15.wav,Loxia curvirostra
25886,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk16.wav,Loxia curvirostra
25887,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk17.wav,Loxia curvirostra
25888,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk18.wav,Loxia curvirostra
25889,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk19.wav,Loxia curvirostra
25890,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk20.wav,Loxia curvirostra
25891,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk21.wav,Loxia curvirostra
25892,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk22.wav,Loxia curvirostra
25893,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk23.wav,Loxia curvirostra
25894,.\bird_data\chunked_files\Loxia-curvirostra-403558_chunk24.wav,Loxia curvirostra
25895,.\bird_data\chunked_files\Loxia-curvirostra-165020_chunk0.wav,Loxia curvirostra
25896,.\bird_data\chunked_files\Loxia-curvirostra-165020_chunk1.wav,Loxia curvirostra
25897,.\bird_data\chunked_files\Loxia-curvirostra-165020_chunk2.wav,Loxia curvirostra
25898,.\bird_data\chunked_files\Loxia-curvirostra-165020_chunk3.wav,Loxia curvirostra
25899,.\bird_data\chunked_files\Loxia-curvirostra-165020_chunk4.wav,Loxia curvirostra
25900,.\bird_data\chunked_files\Loxia-curvirostra-405643_chunk0.wav,Loxia curvirostra
25901,.\bird_data\chunked_files\Loxia-curvirostra-405643_chunk1.wav,Loxia curvirostra
25902,.\bird_data\chunked_files\Loxia-curvirostra-405643_chunk2.wav,Loxia curvirostra
25903,.\bird_data\chunked_files\Loxia-curvirostra-405643_chunk3.wav,Loxia curvirostra
25904,.\bird_data\chunked_files\Loxia-curvirostra-322420_chunk0.wav,Loxia curvirostra
25905,.\bird_data\chunked_files\Loxia-curvirostra-322420_chunk1.wav,Loxia curvirostra
25906,.\bird_data\chunked_files\Loxia-curvirostra-322420_chunk2.wav,Loxia curvirostra
25907,.\bird_data\chunked_files\Loxia-curvirostra-322420_chunk3.wav,Loxia curvirostra
25908,.\bird_data\chunked_files\Loxia-curvirostra-322420_chunk4.wav,Loxia curvirostra
25909,.\bird_data\chunked_files\Loxia-curvirostra-322420_chunk5.wav,Loxia curvirostra
25910,.\bird_data\chunked_files\Loxia-curvirostra-322420_chunk6.wav,Loxia curvirostra
25911,.\bird_data\chunked_files\Loxia-curvirostra-356507_chunk0.wav,Loxia curvirostra
25912,.\bird_data\chunked_files\Loxia-curvirostra-356507_chunk1.wav,Loxia curvirostra
25913,.\bird_data\chunked_files\Loxia-curvirostra-356507_chunk2.wav,Loxia curvirostra
25914,.\bird_data\chunked_files\Loxia-curvirostra-356507_chunk3.wav,Loxia curvirostra
25915,.\bird_data\chunked_files\Loxia-curvirostra-168068_chunk0.wav,Loxia curvirostra
25916,.\bird_data\chunked_files\Loxia-curvirostra-168068_chunk1.wav,Loxia curvirostra
25917,.\bird_data\chunked_files\Loxia-curvirostra-168068_chunk2.wav,Loxia curvirostra
25918,.\bird_data\chunked_files\Loxia-curvirostra-168068_chunk3.wav,Loxia curvirostra
25919,.\bird_data\chunked_files\Loxia-curvirostra-168068_chunk4.wav,Loxia curvirostra
25920,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk0.wav,Loxia curvirostra
25921,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk1.wav,Loxia curvirostra
25922,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk2.wav,Loxia curvirostra
25923,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk3.wav,Loxia curvirostra
25924,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk4.wav,Loxia curvirostra
25925,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk5.wav,Loxia curvirostra
25926,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk6.wav,Loxia curvirostra
25927,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk7.wav,Loxia curvirostra
25928,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk8.wav,Loxia curvirostra
25929,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk9.wav,Loxia curvirostra
25930,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk10.wav,Loxia curvirostra
25931,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk11.wav,Loxia curvirostra
25932,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk12.wav,Loxia curvirostra
25933,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk13.wav,Loxia curvirostra
25934,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk14.wav,Loxia curvirostra
25935,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk15.wav,Loxia curvirostra
25936,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk16.wav,Loxia curvirostra
25937,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk17.wav,Loxia curvirostra
25938,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk18.wav,Loxia curvirostra
25939,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk19.wav,Loxia curvirostra
25940,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk20.wav,Loxia curvirostra
25941,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk21.wav,Loxia curvirostra
25942,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk22.wav,Loxia curvirostra
25943,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk23.wav,Loxia curvirostra
25944,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk24.wav,Loxia curvirostra
25945,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk25.wav,Loxia curvirostra
25946,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk26.wav,Loxia curvirostra
25947,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk27.wav,Loxia curvirostra
25948,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk28.wav,Loxia curvirostra
25949,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk29.wav,Loxia curvirostra
25950,.\bird_data\chunked_files\Loxia-curvirostra-298836_chunk30.wav,Loxia curvirostra
